state,county,2000D,2000R,2000O,2004D,2004R,2004O,2008D,2008R,2008O,2012D,2012R,2012O,2016D,2016R,2016O
NE,Howard,955.0,1760.0,112.0,900.0,2020.0,59.0,1083.0,1847.0,66.0,914.0,1890.0,66.0,544.0,2284.0,166.0
NE,Jefferson,1361.0,2351.0,135.0,1352.0,2600.0,59.0,1520.0,2103.0,74.0,1195.0,2166.0,85.0,837.0,2399.0,258.0
NE,Johnson,794.0,1210.0,108.0,885.0,1470.0,39.0,914.0,1142.0,54.0,790.0,1225.0,48.0,563.0,1355.0,171.0
NE,Kearney,680.0,2333.0,109.0,707.0,2621.0,51.0,876.0,2224.0,50.0,773.0,2349.0,58.0,550.0,2531.0,215.0
NE,Keith,778.0,2953.0,118.0,743.0,3356.0,38.0,974.0,2942.0,52.0,928.0,3044.0,86.0,571.0,3235.0,228.0
NE,Keya Paha,78.0,422.0,13.0,98.0,442.0,9.0,115.0,409.0,9.0,80.0,393.0,11.0,40.0,460.0,19.0
NE,Kimball,379.0,1379.0,62.0,366.0,1491.0,20.0,439.0,1346.0,26.0,395.0,1235.0,57.0,230.0,1330.0,117.0
NE,Knox,1037.0,2784.0,157.0,1086.0,3062.0,65.0,1255.0,2728.0,101.0,1059.0,2885.0,92.0,720.0,3188.0,207.0
NE,Lancaster,44650.0,55514.0,6968.0,52747.0,69764.0,1998.0,65734.0,59398.0,2358.0,62015.0,62434.0,2906.0,61898.0,61588.0,12737.0
NE,Lincoln,5205.0,9220.0,689.0,4905.0,11056.0,238.0,5046.0,10817.0,414.0,4450.0,10728.0,477.0,2913.0,12164.0,1054.0
NE,Logan,60.0,336.0,16.0,67.0,357.0,5.0,81.0,327.0,8.0,68.0,356.0,7.0,32.0,400.0,21.0
NE,Loup,84.0,284.0,10.0,68.0,314.0,4.0,86.0,302.0,5.0,62.0,290.0,6.0,48.0,323.0,14.0
NE,McPherson,48.0,244.0,9.0,49.0,259.0,4.0,45.0,240.0,8.0,41.0,237.0,13.0,14.0,257.0,16.0
NE,Madison,2772.0,9636.0,445.0,2934.0,10981.0,174.0,4142.0,9655.0,248.0,3485.0,10062.0,338.0,2711.0,10628.0,1004.0
NE,Merrick,848.0,2380.0,112.0,833.0,2771.0,53.0,986.0,2375.0,70.0,925.0,2490.0,74.0,602.0,2926.0,260.0
NE,Morrill,460.0,1597.0,81.0,495.0,1755.0,43.0,557.0,1725.0,69.0,455.0,1681.0,54.0,284.0,1802.0,123.0
NE,Nance,497.0,1105.0,63.0,459.0,1237.0,35.0,549.0,1116.0,42.0,481.0,1106.0,34.0,281.0,1261.0,79.0
NE,Nemaha,1063.0,2177.0,129.0,1066.0,2595.0,54.0,1240.0,2134.0,100.0,1128.0,2012.0,74.0,785.0,2116.0,260.0
NE,Nuckolls,644.0,1701.0,98.0,541.0,1884.0,46.0,657.0,1498.0,66.0,568.0,1574.0,49.0,353.0,1726.0,126.0
NE,Otoe,2208.0,4178.0,276.0,2275.0,5018.0,93.0,2915.0,4033.0,144.0,2561.0,4258.0,163.0,2025.0,4860.0,572.0
NE,Pawnee,522.0,937.0,60.0,481.0,986.0,16.0,483.0,859.0,42.0,400.0,899.0,42.0,279.0,974.0,74.0
NE,Perkins,243.0,1170.0,39.0,262.0,1285.0,11.0,310.0,1092.0,18.0,238.0,1135.0,21.0,161.0,1217.0,77.0
NE,Phelps,934.0,3575.0,118.0,830.0,3872.0,41.0,1050.0,3360.0,63.0,880.0,3400.0,100.0,572.0,3849.0,274.0
NE,Pierce,570.0,2534.0,104.0,546.0,2824.0,28.0,783.0,2385.0,58.0,637.0,2707.0,87.0,382.0,3052.0,196.0
NE,Platte,2612.0,9861.0,386.0,2657.0,11130.0,200.0,3796.0,9373.0,251.0,3148.0,10061.0,264.0,2646.0,10965.0,822.0
NE,Polk,610.0,1925.0,78.0,549.0,2146.0,32.0,668.0,1822.0,53.0,528.0,1890.0,39.0,413.0,2028.0,141.0
NE,Red Willow,1188.0,3680.0,157.0,1055.0,4129.0,74.0,1216.0,3735.0,93.0,952.0,3891.0,93.0,645.0,4258.0,267.0
NE,Richardson,1382.0,2623.0,145.0,1297.0,2924.0,57.0,1513.0,2342.0,113.0,1191.0,2443.0,105.0,818.0,2769.0,218.0
NE,Rock,141.0,725.0,28.0,130.0,740.0,13.0,139.0,640.0,22.0,103.0,672.0,14.0,70.0,687.0,41.0
NE,Saline,2321.0,2581.0,243.0,2420.0,3071.0,75.0,2674.0,2434.0,143.0,2289.0,2557.0,112.0,1733.0,3004.0,399.0
NE,Sarpy,14637.0,28979.0,1662.0,17455.0,40163.0,716.0,28010.0,38816.0,1196.0,26671.0,43213.0,1606.0,28033.0,45143.0,7404.0
NE,Saunders,2852.0,5688.0,379.0,2884.0,6441.0,164.0,3767.0,6188.0,257.0,3307.0,6770.0,235.0,2523.0,7555.0,782.0
NE,Scotts Bluff,3937.0,9397.0,505.0,3843.0,10378.0,169.0,4745.0,9708.0,277.0,4327.0,9648.0,312.0,3207.0,10076.0,1034.0
NE,Seward,2250.0,4457.0,309.0,2114.0,5353.0,98.0,2703.0,4647.0,179.0,2386.0,5003.0,184.0,1875.0,5454.0,593.0
NE,Sheridan,392.0,2105.0,79.0,430.0,2136.0,33.0,454.0,1941.0,67.0,390.0,2021.0,61.0,287.0,2211.0,110.0
NE,Sherman,564.0,1072.0,69.0,541.0,1072.0,30.0,585.0,950.0,37.0,552.0,927.0,51.0,340.0,1150.0,83.0
NE,Sioux,98.0,629.0,25.0,123.0,677.0,9.0,117.0,603.0,12.0,101.0,624.0,14.0,81.0,616.0,39.0
NE,Stanton,500.0,1895.0,91.0,559.0,2159.0,27.0,664.0,1781.0,50.0,614.0,1949.0,81.0,417.0,2187.0,197.0
NE,Thayer,821.0,2096.0,89.0,764.0,2075.0,39.0,860.0,1749.0,50.0,728.0,1874.0,57.0,499.0,2051.0,140.0
NE,Thomas,55.0,329.0,11.0,60.0,378.0,6.0,51.0,331.0,8.0,42.0,360.0,6.0,30.0,344.0,19.0
NE,Thurston,924.0,1040.0,118.0,1212.0,1154.0,21.0,1120.0,972.0,34.0,1247.0,939.0,29.0,919.0,1043.0,126.0
NE,Valley,583.0,1610.0,70.0,564.0,1801.0,26.0,706.0,1657.0,60.0,498.0,1657.0,40.0,339.0,1780.0,86.0
NE,Washington,2550.0,5758.0,318.0,2754.0,7083.0,113.0,3711.0,6425.0,184.0,3132.0,6899.0,215.0,2623.0,7424.0,785.0
NE,Wayne,1001.0,2774.0,165.0,1059.0,2971.0,55.0,1249.0,2503.0,56.0,1074.0,2493.0,115.0,835.0,2693.0,248.0
NE,Webster,584.0,1302.0,59.0,557.0,1403.0,42.0,552.0,1233.0,32.0,442.0,1258.0,42.0,306.0,1330.0,72.0
NE,Wheeler,85.0,351.0,17.0,81.0,366.0,6.0,96.0,334.0,10.0,93.0,345.0,10.0,62.0,377.0,26.0
NE,York,1407.0,4816.0,237.0,1304.0,5393.0,100.0,1607.0,4848.0,113.0,1373.0,4874.0,108.0,1186.0,4700.0,495.0
NV,Churchill,2191.0,6237.0,395.0,2705.0,7335.0,197.0,3494.0,6832.0,279.0,2961.0,7061.0,243.0,2210.0,7830.0,898.0
NV,Clark,196100.0,170932.0,15166.0,281767.0,255337.0,8293.0,380765.0,257078.0,13329.0,389936.0,289053.0,12201.0,402227.0,320057.0,44872.0
NV,Douglas,5837.0,11193.0,944.0,8275.0,15192.0,431.0,10672.0,14648.0,584.0,9297.0,16276.0,502.0,8454.0,17415.0,2016.0
NV,Elko,2542.0,11025.0,613.0,3050.0,11938.0,321.0,4541.0,10969.0,509.0,3511.0,12014.0,461.0,3401.0,13551.0,1607.0
NV,Esmeralda,116.0,333.0,42.0,99.0,367.0,15.0,104.0,303.0,32.0,92.0,317.0,26.0,65.0,329.0,29.0
NV,Eureka,150.0,632.0,55.0,144.0,571.0,23.0,144.0,564.0,37.0,107.0,663.0,38.0,74.0,723.0,57.0
NV,Humboldt,1128.0,3638.0,264.0,1361.0,3896.0,110.0,1909.0,3586.0,169.0,1737.0,3810.0,197.0,1386.0,4521.0,526.0
NV,Lander,395.0,1619.0,105.0,414.0,1602.0,37.0,577.0,1466.0,59.0,534.0,1580.0,51.0,403.0,1828.0,182.0
NV,Lincoln,461.0,1372.0,123.0,418.0,1579.0,50.0,518.0,1498.0,91.0,400.0,1691.0,61.0,285.0,1671.0,176.0
NV,Lyon,3955.0,7270.0,767.0,5637.0,11136.0,378.0,8405.0,12154.0,544.0,7380.0,13520.0,565.0,6146.0,16005.0,1611.0
NV,Mineral,916.0,1227.0,150.0,931.0,1336.0,60.0,1082.0,1131.0,94.0,863.0,1080.0,92.0,637.0,1179.0,181.0
NV,Nye,4525.0,6904.0,752.0,5616.0,8487.0,407.0,7226.0,9537.0,728.0,6320.0,10566.0,636.0,5094.0,13324.0,1177.0
NV,Pershing,476.0,1221.0,105.0,538.0,1341.0,38.0,673.0,1075.0,88.0,632.0,1167.0,85.0,430.0,1403.0,149.0
NV,Storey,666.0,1014.0,118.0,871.0,1253.0,44.0,1102.0,1247.0,69.0,920.0,1321.0,73.0,752.0,1616.0,190.0
NV,Washoe,52097.0,63640.0,6564.0,74841.0,81545.0,2693.0,99671.0,76880.0,3863.0,95409.0,88453.0,3993.0,97379.0,94758.0,17772.0
NV,White Pine,1069.0,2234.0,240.0,1082.0,2604.0,116.0,1230.0,2440.0,172.0,983.0,2601.0,120.0,707.0,2723.0,343.0
NV,Carson City,7354.0,11084.0,1014.0,9441.0,13171.0,494.0,11623.0,11419.0,638.0,10291.0,12394.0,634.0,9610.0,13125.0,2281.0
NH,Belknap,10719.0,14799.0,1277.0,14080.0,17920.0,298.0,16796.0,16402.0,416.0,15890.0,17571.0,425.0,13517.0,19315.0,2213.0
NH,Carroll,9852.0,12597.0,1430.0,13319.0,14614.0,289.0,15221.0,13387.0,448.0,13977.0,14207.0,408.0,12987.0,14635.0,1994.0
NH,Cheshire,17382.0,13793.0,2220.0,24438.0,16463.0,436.0,26971.0,15205.0,647.0,25380.0,15156.0,827.0,22064.0,16876.0,2955.0
NH,Coos,6570.0,7329.0,701.0,8585.0,8143.0,191.0,9532.0,6558.0,258.0,9095.0,6342.0,265.0,6563.0,7952.0,1112.0
NH,Grafton,18326.0,18092.0,2315.0,26180.0,20277.0,505.0,31446.0,17687.0,757.0,29826.0,18208.0,971.0,28510.0,19010.0,3671.0
NH,Hillsborough,77625.0,80649.0,7487.0,94121.0,99724.0,1582.0,104820.0,97178.0,2711.0,102303.0,99991.0,3378.0,99589.0,100013.0,14555.0
NH,Merrimack,30622.0,30028.0,3034.0,39975.0,36060.0,620.0,45078.0,34010.0,1018.0,44756.0,34524.0,1218.0,40198.0,37674.0,5776.0
NH,Rockingham,61628.0,65860.0,6685.0,75437.0,82069.0,1260.0,83723.0,81917.0,2182.0,80142.0,87921.0,2356.0,79994.0,90447.0,10993.0
NH,Strafford,25400.0,21108.0,2885.0,32942.0,25825.0,513.0,37990.0,25021.0,837.0,36026.0,26729.0,1205.0,34894.0,29072.0,5034.0
NH,Sullivan,8224.0,9304.0,1140.0,11434.0,10142.0,220.0,13249.0,9169.0,336.0,12166.0,9269.0,399.0,10210.0,10796.0,1677.0
NJ,Atlantic,52880.0,35593.0,2629.0,55746.0,49487.0,864.0,67830.0,49902.0,341.0,65600.0,46522.0,1057.0,60924.0,52690.0,3677.0
NJ,Bergen,202682.0,152731.0,11308.0,207666.0,189833.0,2745.0,225367.0,186118.0,1153.0,212754.0,169070.0,3583.0,231211.0,175529.0,12556.0
NJ,Burlington,99506.0,72254.0,5781.0,110411.0,95936.0,1609.0,131219.0,89626.0,569.0,126377.0,87401.0,2158.0,121725.0,89272.0,7946.0
NJ,Camden,127166.0,62464.0,7231.0,137765.0,81427.0,1741.0,159259.0,73819.0,515.0,153682.0,69476.0,2270.0,146717.0,72631.0,7244.0
NJ,Cape May,22189.0,23794.0,1611.0,21475.0,28832.0,455.0,22893.0,27288.0,200.0,21657.0,25781.0,493.0,18750.0,28446.0,1526.0
NJ,Cumberland,28188.0,18882.0,1614.0,27875.0,24362.0,948.0,34919.0,22360.0,205.0,34055.0,20658.0,579.0,27771.0,24453.0,1780.0
NJ,Essex,185505.0,66842.0,7226.0,203681.0,83374.0,2293.0,240306.0,74063.0,635.0,236618.0,64406.0,1995.0,240837.0,63176.0,6921.0
NJ,Gloucester,61095.0,42315.0,3888.0,66835.0,60033.0,1096.0,77267.0,60315.0,400.0,74013.0,59456.0,1717.0,66870.0,67544.0,5128.0
NJ,Hudson,118206.0,43804.0,5351.0,127447.0,60646.0,1353.0,154140.0,55360.0,648.0,153108.0,42369.0,2027.0,163917.0,49043.0,6415.0
NJ,Hunterdon,21387.0,32210.0,2858.0,26050.0,39888.0,742.0,29776.0,39092.0,231.0,26876.0,38687.0,931.0,28898.0,38712.0,3226.0
NJ,Mercer,83256.0,46670.0,5633.0,91580.0,56604.0,1326.0,107926.0,50223.0,400.0,104377.0,47355.0,1779.0,104775.0,46193.0,5561.0
NJ,Middlesex,154998.0,93545.0,10306.0,166628.0,126492.0,2685.0,193812.0,123695.0,872.0,190555.0,107310.0,3450.0,193044.0,122953.0,10105.0
NJ,Monmouth,131476.0,119291.0,11374.0,133773.0,163650.0,2516.0,148737.0,160433.0,745.0,133145.0,147513.0,3320.0,137181.0,166723.0,10473.0
NJ,Morris,88039.0,111066.0,7403.0,98066.0,135241.0,1847.0,112275.0,132331.0,542.0,100146.0,124947.0,2299.0,115249.0,126071.0,9096.0
NJ,Ocean,102104.0,105684.0,8605.0,99839.0,152204.0,2263.0,110189.0,160677.0,594.0,102300.0,146474.0,2501.0,87150.0,179079.0,8133.0
NJ,Passaic,90324.0,61043.0,5206.0,94962.0,75200.0,1149.0,113257.0,72552.0,387.0,115926.0,64523.0,1539.0,116759.0,72902.0,5141.0
NJ,Salem,13718.0,12257.0,997.0,13749.0,15721.0,311.0,16044.0,14816.0,99.0,14719.0,14334.0,448.0,11904.0,16381.0,1209.0
NJ,Somerset,56232.0,59725.0,4420.0,66476.0,72508.0,1295.0,79321.0,70085.0,357.0,74592.0,66603.0,1727.0,85689.0,65505.0,5898.0
NJ,Sussex,21353.0,33277.0,2860.0,23990.0,44506.0,900.0,28840.0,44184.0,316.0,26104.0,40625.0,1204.0,24212.0,46658.0,3256.0
NJ,Union,112003.0,68554.0,5816.0,119372.0,82517.0,1498.0,141417.0,78768.0,465.0,139752.0,68314.0,1765.0,147414.0,68114.0,6447.0
NJ,Warren,16543.0,22172.0,2086.0,18044.0,29542.0,622.0,20628.0,27500.0,195.0,18745.0,25744.0,781.0,17281.0,29858.0,2097.0
NM,Bernalillo,99461.0,95249.0,9609.0,132252.0,121454.0,3105.0,171556.0,110521.0,3701.0,150739.0,106408.0,13822.0,143417.0,94698.0,36547.0
NM,Catron,353.0,1273.0,85.0,551.0,1427.0,15.0,664.0,1398.0,50.0,560.0,1494.0,69.0,427.0,1464.0,158.0
NM,Chaves,6340.0,11378.0,431.0,6726.0,14773.0,206.0,8197.0,13651.0,264.0,6604.0,13088.0,600.0,5534.0,12872.0,1865.0
NM,Cibola,4127.0,2752.0,209.0,3913.0,3477.0,97.0,5827.0,3131.0,139.0,4961.0,2998.0,284.0,3741.0,3195.0,1127.0
NM,Colfax,2653.0,2600.0,208.0,2824.0,3082.0,62.0,3490.0,2805.0,89.0,2828.0,2699.0,237.0,2129.0,2585.0,618.0
NM,Curry,3471.0,8301.0,197.0,3541.0,10649.0,96.0,4670.0,9599.0,169.0,4022.0,9251.0,352.0,3121.0,9035.0,1214.0
NM,De Baca,349.0,612.0,21.0,281.0,706.0,6.0,359.0,676.0,9.0,287.0,586.0,29.0,193.0,620.0,97.0
NM,Dona Ana,23912.0,21263.0,1478.0,31762.0,29548.0,650.0,40282.0,28068.0,930.0,37139.0,27322.0,1962.0,37947.0,25374.0,7327.0
NM,Eddy,7108.0,10335.0,344.0,6880.0,13268.0,122.0,7351.0,12500.0,242.0,6142.0,12583.0,544.0,5033.0,13147.0,1487.0
NM,Grant,5673.0,4961.0,607.0,7095.0,6135.0,162.0,8142.0,5406.0,207.0,7090.0,5358.0,454.0,6276.0,5288.0,1247.0
NM,Guadalupe,1076.0,548.0,27.0,1340.0,914.0,13.0,1557.0,620.0,19.0,1488.0,557.0,90.0,970.0,595.0,262.0
NM,Harding,214.0,366.0,13.0,259.0,380.0,5.0,260.0,358.0,8.0,260.0,327.0,14.0,156.0,311.0,60.0
NM,Hidalgo,839.0,954.0,41.0,861.0,1081.0,22.0,993.0,936.0,22.0,995.0,899.0,41.0,784.0,910.0,178.0
NM,Lea,3855.0,10157.0,244.0,3646.0,14430.0,105.0,5108.0,13347.0,190.0,4080.0,12548.0,387.0,3930.0,12495.0,1287.0
NM,Lincoln,2027.0,4458.0,287.0,2822.0,6070.0,122.0,3535.0,6001.0,160.0,2942.0,5961.0,339.0,2331.0,5896.0,675.0
NM,Los Alamos,4149.0,5623.0,446.0,5206.0,5810.0,181.0,5824.0,5064.0,181.0,5191.0,4796.0,667.0,5562.0,3359.0,1964.0
NM,Luna,2975.0,3395.0,242.0,3340.0,4164.0,89.0,4311.0,3870.0,159.0,3583.0,3670.0,247.0,3195.0,3478.0,622.0
NM,McKinley,10281.0,5070.0,528.0,13051.0,7351.0,221.0,16572.0,6382.0,253.0,15841.0,5546.0,542.0,13576.0,5104.0,3023.0
NM,Mora,1456.0,668.0,67.0,1876.0,928.0,22.0,2168.0,569.0,23.0,1955.0,595.0,61.0,1536.0,665.0,240.0
NM,Otero,5465.0,10258.0,481.0,6433.0,14066.0,265.0,8610.0,12806.0,350.0,6829.0,12451.0,732.0,6124.0,11887.0,2049.0
NM,Quay,1471.0,2292.0,81.0,1422.0,2661.0,34.0,1547.0,2367.0,82.0,1383.0,2202.0,122.0,1017.0,2212.0,343.0
NM,Rio Arriba,8169.0,3495.0,433.0,9753.0,5149.0,97.0,12703.0,4086.0,151.0,11465.0,3397.0,481.0,9592.0,3599.0,1687.0
NM,Roosevelt,1762.0,3762.0,127.0,2082.0,4997.0,65.0,2303.0,4311.0,106.0,1727.0,4043.0,199.0,1454.0,3884.0,612.0
NM,Sandoval,14899.0,15423.0,1433.0,21421.0,22628.0,492.0,32669.0,25193.0,768.0,27236.0,24387.0,2456.0,27707.0,25905.0,8078.0
NM,San Juan,11980.0,21434.0,1243.0,14843.0,29525.0,638.0,18028.0,27869.0,614.0,15855.0,28849.0,1533.0,12865.0,27946.0,5299.0
NM,San Miguel,6540.0,2215.0,406.0,8683.0,3313.0,120.0,10320.0,2478.0,143.0,8850.0,2303.0,356.0,7285.0,2313.0,1153.0
NM,Santa Fe,32017.0,13974.0,3480.0,47074.0,18466.0,660.0,55567.0,15807.0,849.0,50872.0,15500.0,2873.0,50793.0,14332.0,6309.0
NM,Sierra,1689.0,2721.0,176.0,1926.0,3162.0,69.0,2352.0,3017.0,116.0,1964.0,2928.0,210.0,1612.0,3010.0,559.0
NM,Socorro,3294.0,3173.0,359.0,4025.0,3696.0,130.0,4696.0,3032.0,167.0,4058.0,2722.0,413.0,3313.0,2616.0,939.0
NM,Taos,7039.0,2744.0,1112.0,10987.0,3666.0,182.0,13816.0,2866.0,204.0,11978.0,2730.0,631.0,10668.0,2727.0,1865.0
NM,Torrance,1868.0,2891.0,201.0,2386.0,4026.0,95.0,3087.0,3735.0,119.0,2428.0,3529.0,445.0,1785.0,3714.0,825.0
NM,Union,452.0,1269.0,34.0,411.0,1454.0,16.0,492.0,1227.0,23.0,472.0,1236.0,51.0,320.0,1216.0,166.0
NM,Valencia,9819.0,10803.0,755.0,11270.0,14474.0,268.0,15366.0,13136.0,397.0,13511.0,12825.0,1392.0,10841.0,13215.0,3536.0
MO,Kansas City,,,,104625.0,36061.0,737.0,120102.0,31854.0,1263.0,105670.0,29509.0,1623.0,97735.0,24654.0,6212.0
NY,Albany,85617.0,47624.0,8728.0,86213.0,52369.0,8617.0,93937.0,50586.0,2613.0,83978.0,40210.0,11578.0,83077.0,47810.0,8943.0
NY,Allegany,6336.0,11436.0,917.0,6392.0,11894.0,984.0,7016.0,11013.0,339.0,5866.0,9377.0,1710.0,4882.0,12525.0,1285.0
NY,Bronx,265801.0,36245.0,6002.0,276938.0,53738.0,12253.0,338261.0,41683.0,1342.0,334600.0,26680.0,9614.0,353646.0,37797.0,8079.0
NY,Broome,45381.0,36946.0,4736.0,44496.0,42100.0,5294.0,47204.0,40077.0,1437.0,39971.0,34708.0,6886.0,39212.0,40943.0,5917.0
NY,Cattaraugus,13697.0,18382.0,1654.0,13087.0,19028.0,2147.0,14307.0,17770.0,511.0,12040.0,14655.0,3072.0,9497.0,19692.0,1972.0
NY,Cayuga,17031.0,14988.0,1959.0,16913.0,16626.0,2513.0,18128.0,15243.0,621.0,16105.0,11646.0,3418.0,13522.0,17384.0,2266.0
NY,Chautauqua,27016.0,29064.0,2640.0,26369.0,30734.0,3839.0,29129.0,28579.0,1064.0,22463.0,24266.0,6123.0,19091.0,31594.0,3549.0
NY,Chemung,17424.0,18779.0,1507.0,16639.0,20742.0,1694.0,18888.0,19364.0,443.0,16205.0,16138.0,2667.0,13757.0,20097.0,2265.0
NY,Chenango,9112.0,10033.0,1105.0,9003.0,11144.0,1194.0,10100.0,10337.0,410.0,8642.0,8922.0,1750.0,6775.0,11921.0,1464.0
NY,Clinton,15542.0,13274.0,1739.0,17040.0,14633.0,2063.0,20216.0,12579.0,519.0,18072.0,9892.0,2692.0,15059.0,14449.0,2597.0
NY,Columbia,13489.0,13153.0,2049.0,15238.0,13325.0,2540.0,17556.0,13337.0,515.0,15241.0,10600.0,3288.0,15284.0,13756.0,1862.0
NY,Cortland,9691.0,9857.0,1175.0,10354.0,11085.0,1321.0,11861.0,9678.0,361.0,9965.0,7859.0,1800.0,8771.0,9900.0,1573.0
NY,Delaware,8450.0,10662.0,1063.0,8425.0,11474.0,1267.0,9462.0,10524.0,403.0,7881.0,9086.0,1671.0,6627.0,11942.0,1223.0
NY,Dutchess,52390.0,52669.0,6703.0,56533.0,59323.0,8025.0,71060.0,59628.0,1566.0,62063.0,48264.0,13378.0,62261.0,61797.0,6876.0
NY,Erie,240176.0,160176.0,24302.0,240563.0,173198.0,31377.0,256299.0,178815.0,6871.0,227325.0,149683.0,37187.0,215456.0,188303.0,19866.0
NY,Essex,7927.0,8822.0,1183.0,8474.0,9390.0,1218.0,10390.0,7913.0,288.0,9368.0,6076.0,1273.0,7762.0,7958.0,1498.0
NY,Franklin,8870.0,7643.0,934.0,9286.0,8103.0,927.0,10571.0,6676.0,249.0,9532.0,5231.0,1171.0,7297.0,8221.0,1434.0
NY,Fulton,9314.0,11434.0,923.0,8919.0,12042.0,1254.0,9695.0,11709.0,401.0,8331.0,9830.0,1638.0,6496.0,13462.0,1256.0
NY,Genesee,10191.0,14459.0,1419.0,9970.0,15701.0,1909.0,10762.0,15705.0,399.0,9092.0,12814.0,2840.0,7650.0,16915.0,1867.0
NY,Greene,8480.0,11332.0,1282.0,8607.0,12159.0,1632.0,9850.0,12059.0,406.0,8384.0,9737.0,2351.0,7405.0,13073.0,1572.0
NY,Hamilton,1114.0,2388.0,180.0,1120.0,2358.0,214.0,1225.0,2141.0,45.0,1092.0,1771.0,259.0,949.0,2064.0,212.0
NY,Herkimer,12224.0,14147.0,1334.0,11383.0,15265.0,1662.0,12094.0,14619.0,471.0,10826.0,12166.0,2048.0,8083.0,16699.0,1473.0
NY,Jefferson,16799.0,18192.0,1427.0,16342.0,20248.0,2210.0,18166.0,20219.0,462.0,16231.0,16435.0,3042.0,13809.0,21763.0,2664.0
NY,Kings,497468.0,96605.0,23032.0,494165.0,159200.0,34415.0,603525.0,151872.0,4274.0,580225.0,112957.0,37352.0,640553.0,141044.0,24008.0
NY,Lewis,4333.0,6103.0,487.0,4417.0,6348.0,632.0,4986.0,5969.0,174.0,4530.0,5129.0,863.0,3146.0,7400.0,779.0
NY,Livingston,10476.0,15244.0,1503.0,11107.0,16885.0,1956.0,13655.0,16030.0,442.0,11100.0,12641.0,3029.0,10697.0,17290.0,2044.0
NY,Madison,12017.0,14879.0,1470.0,12665.0,15584.0,2038.0,14692.0,14434.0,652.0,13231.0,12011.0,2852.0,11667.0,15936.0,2461.0
NY,Monroe,161743.0,141266.0,14753.0,168088.0,153374.0,21519.0,207225.0,144153.0,4347.0,185916.0,114434.0,33463.0,188592.0,136582.0,22616.0
NY,Montgomery,10249.0,9765.0,795.0,9175.0,10763.0,1283.0,9080.0,10711.0,384.0,8106.0,8046.0,2034.0,6595.0,11301.0,1158.0
NY,Nassau,341610.0,226954.0,21143.0,317283.0,273502.0,27558.0,342067.0,288758.0,4589.0,294661.0,237862.0,35628.0,326088.0,288313.0,22566.0
NY,New York,449300.0,79921.0,34011.0,509841.0,104883.0,27023.0,572126.0,89906.0,5239.0,486172.0,84810.0,26245.0,579013.0,64929.0,24997.0
NY,Niagara,47781.0,40952.0,4524.0,45644.0,44525.0,6411.0,47303.0,46348.0,1556.0,41837.0,38158.0,9018.0,35559.0,51961.0,4882.0
NY,Oneida,43933.0,47603.0,4460.0,39658.0,49569.0,6142.0,43506.0,49256.0,1551.0,39031.0,40532.0,7137.0,33743.0,51437.0,5829.0
NY,Onondaga,109896.0,83678.0,10055.0,112618.0,88123.0,13848.0,129317.0,84972.0,3905.0,117470.0,69357.0,17890.0,112337.0,83649.0,12454.0
NY,Ontario,19761.0,23885.0,2302.0,20503.0,26611.0,2988.0,25103.0,25171.0,746.0,22065.0,20919.0,4869.0,22233.0,26029.0,3996.0
NY,Orange,58170.0,62852.0,5527.0,61642.0,75010.0,8021.0,78326.0,72042.0,1550.0,70742.0,58003.0,11883.0,68278.0,76645.0,7098.0
NY,Orleans,5991.0,9202.0,650.0,5734.0,9796.0,1043.0,6614.0,9708.0,252.0,5505.0,7585.0,1616.0,4470.0,10936.0,974.0
NY,Oswego,22857.0,23249.0,2367.0,23261.0,24675.0,3671.0,24777.0,23571.0,907.0,22178.0,17610.0,4803.0,17095.0,27688.0,3397.0
NY,Otsego,11460.0,12219.0,1679.0,12402.0,12768.0,1482.0,13570.0,12026.0,505.0,11530.0,10451.0,2158.0,10451.0,13308.0,1909.0
NY,Putnam,18525.0,21853.0,2169.0,18892.0,24397.0,3274.0,21613.0,25145.0,455.0,18539.0,20925.0,4881.0,19366.0,27024.0,2173.0
NY,Queens,416967.0,122052.0,16911.0,422609.0,157948.0,24505.0,447906.0,145898.0,3794.0,461391.0,108864.0,24818.0,517220.0,149341.0,19832.0
NY,Rensselaer,34808.0,29562.0,4066.0,34741.0,32290.0,5483.0,39753.0,32840.0,1393.0,35373.0,24903.0,7714.0,32717.0,33726.0,5119.0
NY,Richmond,73828.0,63903.0,4390.0,66255.0,85302.0,8569.0,79311.0,86062.0,1107.0,75557.0,66916.0,11696.0,74143.0,101437.0,5380.0
NY,Rockland,69530.0,48441.0,4609.0,62391.0,61510.0,7330.0,69543.0,61752.0,841.0,63908.0,51976.0,8558.0,69342.0,60911.0,4834.0
NY,St. Lawrence,21386.0,16449.0,1944.0,22173.0,17310.0,2272.0,23706.0,16956.0,580.0,20488.0,13543.0,3160.0,16488.0,19942.0,2728.0
NY,Saratoga,43359.0,46623.0,5075.0,47367.0,53709.0,5797.0,56645.0,52855.0,1755.0,50998.0,44915.0,9597.0,50913.0,54575.0,8606.0
NY,Schenectady,35534.0,27961.0,3451.0,34762.0,30002.0,4705.0,38611.0,29758.0,1409.0,35330.0,22952.0,6651.0,33747.0,28953.0,4580.0
NY,Schoharie,5390.0,7459.0,699.0,5455.0,8148.0,954.0,6009.0,8071.0,301.0,5119.0,6497.0,1591.0,4240.0,8831.0,979.0
