state,county,2000D,2000R,2000O,2004D,2004R,2004O,2008D,2008R,2008O,2012D,2012R,2012O,2016D,2016R,2016O
IA,Hancock,2281.0,2988.0,169.0,2484.0,3368.0,53.0,2805.0,3016.0,109.0,2521.0,3317.0,87.0,1587.0,3977.0,307.0
IA,Hardin,3734.0,4486.0,215.0,4015.0,4875.0,59.0,4393.0,4315.0,151.0,4075.0,4670.0,153.0,2787.0,5254.0,492.0
IA,Harrison,2551.0,3802.0,190.0,2906.0,4680.0,94.0,3555.0,3909.0,114.0,3136.0,4065.0,121.0,2131.0,4902.0,432.0
IA,Henry,3907.0,4476.0,288.0,4127.0,5220.0,110.0,4349.0,4822.0,206.0,4460.0,5035.0,202.0,2904.0,5779.0,721.0
IA,Howard,2426.0,1922.0,143.0,2614.0,2028.0,55.0,2941.0,1722.0,65.0,2768.0,1795.0,82.0,1677.0,2611.0,271.0
IA,Humboldt,1949.0,2846.0,145.0,2146.0,3162.0,42.0,2160.0,2895.0,67.0,1972.0,3099.0,87.0,1252.0,3568.0,267.0
IA,Ida,1411.0,1968.0,112.0,1415.0,2342.0,17.0,1454.0,2036.0,57.0,1321.0,2286.0,56.0,792.0,2655.0,165.0
IA,Iowa,3230.0,3894.0,289.0,3841.0,4544.0,69.0,4202.0,4188.0,156.0,4144.0,4569.0,153.0,3084.0,5205.0,615.0
IA,Jackson,4945.0,3769.0,318.0,5656.0,4242.0,113.0,6102.0,3673.0,180.0,5907.0,4177.0,158.0,3837.0,5824.0,649.0
IA,Jasper,8699.0,8729.0,407.0,10430.0,9462.0,170.0,10250.0,8794.0,377.0,10257.0,8877.0,381.0,7109.0,10560.0,1365.0
IA,Jefferson,2863.0,3248.0,1437.0,4490.0,3648.0,143.0,5070.0,3324.0,237.0,4798.0,3436.0,296.0,3710.0,3748.0,698.0
IA,Johnson,31174.0,17899.0,3696.0,41847.0,22715.0,811.0,51027.0,20732.0,1216.0,50666.0,23698.0,1613.0,50200.0,21044.0,5696.0
IA,Jones,4690.0,4201.0,252.0,5054.0,4834.0,90.0,5446.0,4405.0,153.0,5534.0,4721.0,194.0,3787.0,5720.0,626.0
IA,Keokuk,2181.0,2571.0,195.0,2294.0,3119.0,67.0,2518.0,2712.0,131.0,2303.0,2843.0,120.0,1342.0,3390.0,253.0
IA,Kossuth,3960.0,4612.0,306.0,4132.0,5042.0,84.0,4625.0,4329.0,143.0,3850.0,4937.0,136.0,2543.0,5653.0,411.0
IA,Lee,9632.0,6339.0,601.0,10152.0,7472.0,234.0,9821.0,7062.0,341.0,10714.0,7785.0,412.0,6215.0,8803.0,1133.0
IA,Linn,48897.0,40417.0,2750.0,60442.0,49442.0,856.0,68037.0,43626.0,1692.0,68581.0,47622.0,2250.0,58935.0,48390.0,9773.0
IA,Louisa,2294.0,2207.0,136.0,2297.0,2572.0,47.0,2523.0,2314.0,83.0,2452.0,2420.0,96.0,1648.0,3069.0,291.0
IA,Lucas,1934.0,2262.0,107.0,1987.0,2543.0,41.0,2029.0,2330.0,112.0,1987.0,2254.0,82.0,1239.0,2877.0,238.0
IA,Lyon,1313.0,3918.0,111.0,1303.0,4751.0,47.0,1675.0,4471.0,71.0,1423.0,4978.0,108.0,920.0,5192.0,265.0
IA,Madison,3093.0,3662.0,214.0,3380.0,4538.0,86.0,3733.0,4579.0,168.0,3630.0,4638.0,190.0,2678.0,5360.0,598.0
IA,Mahaska,3370.0,5971.0,202.0,3790.0,6858.0,80.0,4464.0,6271.0,197.0,4213.0,6448.0,222.0,2619.0,7432.0,581.0
IA,Marion,5741.0,8358.0,309.0,6574.0,9990.0,132.0,7421.0,9256.0,353.0,7507.0,9828.0,352.0,5482.0,10962.0,1372.0
IA,Marshall,8322.0,8785.0,517.0,9443.0,9557.0,164.0,10023.0,8278.0,356.0,10257.0,8472.0,335.0,7652.0,9146.0,1182.0
IA,Mills,2039.0,3684.0,192.0,2308.0,4556.0,76.0,2976.0,4183.0,123.0,2848.0,4216.0,148.0,2090.0,5067.0,541.0
IA,Mitchell,2650.0,2388.0,124.0,2785.0,2646.0,49.0,3179.0,2469.0,118.0,2831.0,2643.0,112.0,1888.0,3190.0,339.0
IA,Monona,2086.0,2304.0,170.0,2397.0,2575.0,46.0,2295.0,2411.0,90.0,2101.0,2557.0,84.0,1247.0,3120.0,205.0
IA,Monroe,1699.0,1858.0,90.0,1855.0,2067.0,41.0,1798.0,2000.0,75.0,1731.0,2026.0,73.0,1056.0,2638.0,171.0
IA,Montgomery,1838.0,3417.0,139.0,1899.0,3601.0,56.0,2326.0,2887.0,74.0,1922.0,3001.0,102.0,1314.0,3436.0,294.0
IA,Muscatine,8058.0,7483.0,535.0,9542.0,9020.0,155.0,10920.0,7929.0,270.0,11323.0,8168.0,374.0,8368.0,9584.0,1482.0
IA,O'Brien,2170.0,4674.0,200.0,2330.0,5328.0,73.0,2338.0,4894.0,101.0,1969.0,5266.0,106.0,1315.0,5752.0,339.0
IA,Osceola,913.0,2064.0,86.0,934.0,2295.0,37.0,1037.0,2027.0,63.0,912.0,2230.0,52.0,552.0,2531.0,130.0
IA,Page,2293.0,4588.0,178.0,2211.0,5243.0,59.0,2900.0,4351.0,105.0,2613.0,4348.0,118.0,1807.0,4893.0,344.0
IA,Palo Alto,2326.0,2341.0,156.0,2482.0,2674.0,35.0,2428.0,2294.0,84.0,2139.0,2660.0,88.0,1398.0,3081.0,224.0
IA,Plymouth,3499.0,6189.0,430.0,4278.0,7810.0,134.0,4629.0,7765.0,118.0,4164.0,8597.0,189.0,2885.0,9680.0,625.0
IA,Pocahontas,1736.0,2242.0,163.0,1822.0,2441.0,50.0,1800.0,2138.0,73.0,1523.0,2396.0,113.0,963.0,2702.0,200.0
IA,Polk,89715.0,79927.0,4525.0,105218.0,95828.0,1572.0,120984.0,89668.0,3734.0,128465.0,96096.0,4321.0,119804.0,93492.0,18259.0
IA,Pottawattamie,14726.0,18783.0,958.0,16906.0,24558.0,356.0,20436.0,21237.0,647.0,19644.0,21860.0,797.0,15355.0,24447.0,2878.0
IA,Poweshiek,4222.0,4396.0,362.0,5043.0,4965.0,83.0,5519.0,4340.0,172.0,5357.0,4424.0,194.0,4304.0,4946.0,583.0
IA,Ringgold,1246.0,1369.0,77.0,1286.0,1466.0,26.0,1236.0,1401.0,52.0,1186.0,1368.0,45.0,753.0,1824.0,130.0
IA,Sac,2099.0,2776.0,158.0,2215.0,3128.0,31.0,2256.0,2705.0,92.0,2122.0,3094.0,75.0,1270.0,3703.0,239.0
IA,Scott,35857.0,32801.0,1910.0,42122.0,39958.0,642.0,48927.0,36365.0,1079.0,50652.0,38251.0,1360.0,40440.0,39149.0,6631.0
IA,Shelby,2179.0,3655.0,175.0,2355.0,4256.0,59.0,2863.0,3488.0,102.0,2469.0,3911.0,103.0,1662.0,4362.0,346.0
IA,Sioux,2148.0,12241.0,303.0,2259.0,14229.0,82.0,3030.0,13490.0,144.0,2700.0,14407.0,201.0,2300.0,14785.0,1109.0
IA,Story,17478.0,16228.0,1658.0,23296.0,20819.0,537.0,26548.0,18995.0,1032.0,26192.0,19668.0,1290.0,25709.0,19458.0,5500.0
IA,Tama,4045.0,4034.0,236.0,4487.0,4456.0,58.0,4899.0,3820.0,131.0,4768.0,4098.0,151.0,3196.0,4971.0,585.0
IA,Taylor,1247.0,1770.0,79.0,1252.0,1908.0,30.0,1347.0,1607.0,72.0,1262.0,1683.0,50.0,758.0,2111.0,160.0
IA,Union,2540.0,3003.0,197.0,2747.0,3165.0,66.0,3000.0,2781.0,128.0,3043.0,2813.0,101.0,1922.0,3525.0,385.0
IA,Van Buren,1440.0,2016.0,105.0,1568.0,2211.0,57.0,1546.0,1986.0,76.0,1402.0,2064.0,103.0,845.0,2527.0,189.0
IA,Wapello,8355.0,6313.0,471.0,9125.0,7403.0,179.0,8820.0,6663.0,448.0,8663.0,6789.0,318.0,5594.0,8715.0,840.0
IA,Warren,9521.0,9621.0,511.0,10730.0,12160.0,163.0,12299.0,12144.0,437.0,12551.0,13052.0,469.0,10411.0,14814.0,2075.0
IA,Washington,3932.0,4827.0,335.0,4595.0,5977.0,116.0,5170.0,5247.0,209.0,5115.0,5562.0,327.0,3943.0,6173.0,813.0
IA,Wayne,1300.0,1666.0,55.0,1379.0,1733.0,21.0,1357.0,1565.0,58.0,1251.0,1583.0,66.0,719.0,2069.0,152.0
IA,Webster,8479.0,8172.0,397.0,9561.0,8959.0,111.0,9917.0,8337.0,300.0,9537.0,8469.0,286.0,6305.0,10056.0,1069.0
IA,Winnebago,2691.0,2662.0,174.0,2707.0,3175.0,70.0,3254.0,2730.0,98.0,2903.0,2906.0,109.0,1931.0,3447.0,409.0
IA,Winneshiek,4339.0,4647.0,431.0,5354.0,5324.0,106.0,6829.0,4273.0,178.0,6256.0,4622.0,206.0,5254.0,5344.0,764.0
IA,Woodbury,17691.0,18864.0,1341.0,21455.0,22451.0,289.0,21983.0,22219.0,599.0,22302.0,21841.0,876.0,16210.0,24727.0,2781.0
IA,Worth,2208.0,1659.0,137.0,2286.0,1795.0,42.0,2567.0,1612.0,78.0,2350.0,1744.0,78.0,1530.0,2453.0,274.0
IA,Wright,2796.0,3384.0,156.0,2930.0,3631.0,42.0,3102.0,3198.0,95.0,2836.0,3349.0,93.0,1896.0,3800.0,330.0
KS,Allen,2132.0,3379.0,255.0,1922.0,3867.0,84.0,2189.0,3552.0,114.0,1869.0,3316.0,125.0,1433.0,3651.0,370.0
KS,Anderson,1327.0,1984.0,167.0,1295.0,2500.0,68.0,1175.0,2362.0,89.0,944.0,2276.0,95.0,672.0,2435.0,243.0
KS,Atchison,3171.0,3378.0,351.0,3120.0,3880.0,118.0,3241.0,3791.0,159.0,2567.0,3917.0,190.0,1989.0,4049.0,537.0
KS,Barber,637.0,1755.0,106.0,588.0,1782.0,33.0,598.0,1833.0,31.0,482.0,1772.0,60.0,286.0,1850.0,116.0
KS,Barton,3238.0,7302.0,415.0,2874.0,8666.0,166.0,3027.0,7802.0,228.0,2297.0,7874.0,170.0,1839.0,7888.0,542.0
KS,Bourbon,2211.0,3852.0,245.0,2216.0,4372.0,98.0,2394.0,4240.0,147.0,1996.0,4102.0,156.0,1336.0,4424.0,333.0
KS,Brown,1512.0,2985.0,194.0,1268.0,3092.0,58.0,1317.0,2985.0,74.0,1076.0,2829.0,88.0,863.0,2906.0,267.0
KS,Butler,6755.0,13377.0,870.0,7495.0,18438.0,347.0,9159.0,18155.0,559.0,7282.0,18157.0,646.0,6573.0,19073.0,2011.0
KS,Chase,391.0,848.0,78.0,418.0,1055.0,28.0,383.0,976.0,25.0,358.0,875.0,38.0,316.0,969.0,84.0
KS,Chautauqua,443.0,1347.0,90.0,404.0,1529.0,27.0,401.0,1418.0,33.0,280.0,1304.0,46.0,197.0,1236.0,48.0
KS,Cherokee,3783.0,5014.0,333.0,3726.0,6083.0,104.0,3594.0,5886.0,185.0,2930.0,5456.0,185.0,2005.0,6182.0,433.0
KS,Cheyenne,350.0,1312.0,65.0,320.0,1353.0,19.0,323.0,1148.0,27.0,233.0,1159.0,34.0,181.0,1173.0,53.0
KS,Clark,292.0,926.0,43.0,257.0,1014.0,20.0,245.0,897.0,17.0,174.0,805.0,38.0,120.0,825.0,60.0
KS,Clay,951.0,2998.0,139.0,793.0,3174.0,43.0,1009.0,2998.0,47.0,834.0,2788.0,64.0,677.0,2891.0,252.0
KS,Cloud,1314.0,2918.0,271.0,1210.0,3221.0,72.0,1233.0,3121.0,97.0,974.0,2954.0,130.0,761.0,2919.0,250.0
KS,Coffey,1196.0,2700.0,144.0,1093.0,3259.0,56.0,1121.0,3054.0,57.0,898.0,2903.0,105.0,727.0,3050.0,291.0
KS,Comanche,211.0,760.0,35.0,200.0,770.0,11.0,194.0,765.0,15.0,143.0,767.0,18.0,102.0,715.0,50.0
KS,Cowley,5535.0,8080.0,595.0,4818.0,9407.0,222.0,5012.0,8492.0,283.0,4319.0,8081.0,310.0,3551.0,8270.0,800.0
KS,Crawford,7076.0,7160.0,798.0,7617.0,8626.0,284.0,7957.0,7735.0,383.0,6826.0,7708.0,411.0,5199.0,8624.0,1068.0
KS,Decatur,424.0,1255.0,80.0,355.0,1355.0,30.0,343.0,1189.0,16.0,266.0,1218.0,48.0,178.0,1210.0,64.0
KS,Dickinson,2413.0,5243.0,436.0,2364.0,6295.0,132.0,2422.0,6081.0,164.0,2020.0,5832.0,190.0,1609.0,6029.0,572.0
KS,Doniphan,1134.0,2350.0,165.0,1065.0,2491.0,47.0,1115.0,2372.0,77.0,902.0,2414.0,87.0,587.0,2606.0,185.0
KS,Douglas,18249.0,17062.0,4527.0,28634.0,20544.0,933.0,34398.0,17929.0,1071.0,29267.0,17401.0,1477.0,31195.0,14688.0,4204.0
KS,Edwards,447.0,1062.0,54.0,386.0,1084.0,26.0,333.0,995.0,29.0,298.0,1059.0,28.0,212.0,1037.0,70.0
KS,Elk,402.0,1080.0,68.0,369.0,1119.0,27.0,363.0,1042.0,29.0,281.0,1049.0,39.0,160.0,1048.0,51.0
KS,Ellis,3926.0,6516.0,718.0,4033.0,7891.0,263.0,4010.0,8207.0,230.0,3057.0,8399.0,258.0,2742.0,8466.0,739.0
KS,Ellsworth,825.0,1845.0,169.0,801.0,2259.0,42.0,851.0,2021.0,66.0,702.0,1930.0,80.0,521.0,1969.0,189.0
KS,Finney,2431.0,6442.0,277.0,2351.0,7479.0,103.0,3275.0,6926.0,153.0,2682.0,6219.0,183.0,3195.0,6350.0,614.0
KS,Ford,2566.0,6050.0,301.0,2286.0,6632.0,98.0,2991.0,5730.0,143.0,2600.0,5602.0,160.0,2149.0,5114.0,455.0
KS,Franklin,3321.0,5925.0,412.0,3921.0,7391.0,164.0,4433.0,7079.0,227.0,3694.0,6984.0,312.0,2892.0,7185.0,888.0
KS,Geary,2660.0,3977.0,229.0,2531.0,4703.0,94.0,3491.0,4492.0,111.0,3332.0,4372.0,141.0,2722.0,4274.0,508.0
KS,Gove,296.0,1122.0,77.0,247.0,1196.0,24.0,261.0,1136.0,21.0,176.0,1168.0,39.0,149.0,1140.0,54.0
KS,Graham,346.0,1058.0,70.0,334.0,1082.0,24.0,325.0,1060.0,38.0,256.0,1056.0,28.0,188.0,1025.0,71.0
KS,Grant,683.0,2126.0,47.0,561.0,2169.0,28.0,635.0,1995.0,31.0,456.0,1811.0,39.0,441.0,1804.0,144.0
KS,Gray,482.0,1631.0,47.0,408.0,1816.0,21.0,436.0,1643.0,40.0,324.0,1603.0,31.0,263.0,1698.0,105.0
KS,Greeley,143.0,628.0,32.0,138.0,584.0,13.0,151.0,591.0,3.0,113.0,543.0,14.0,83.0,534.0,33.0
KS,Greenwood,1027.0,2392.0,142.0,911.0,2282.0,51.0,622.0,1619.0,38.0,478.0,1590.0,55.0,485.0,2160.0,195.0
KS,Hamilton,264.0,901.0,27.0,229.0,888.0,13.0,233.0,844.0,19.0,163.0,693.0,21.0,121.0,705.0,50.0
KS,Harper,869.0,2076.0,110.0,727.0,2154.0,49.0,736.0,1999.0,61.0,550.0,1759.0,80.0,393.0,1996.0,189.0
KS,Harvey,4591.0,8271.0,822.0,5331.0,9534.0,245.0,6318.0,9006.0,289.0,5373.0,8588.0,333.0,5068.0,8668.0,1180.0
KS,Haskell,263.0,1323.0,30.0,227.0,1356.0,16.0,278.0,1277.0,15.0,215.0,1159.0,22.0,245.0,1040.0,69.0
KS,Hodgeman,217.0,835.0,36.0,223.0,953.0,7.0,211.0,865.0,20.0,179.0,868.0,13.0,124.0,855.0,38.0
KS,Jackson,1990.0,3001.0,259.0,2064.0,3730.0,94.0,2308.0,3811.0,134.0,1901.0,3527.0,133.0,1512.0,3939.0,367.0
KS,Jefferson,3000.0,4423.0,454.0,3253.0,5408.0,132.0,3542.0,5220.0,188.0,2977.0,4827.0,209.0,2518.0,5213.0,606.0
KS,Jewell,380.0,1400.0,97.0,385.0,1495.0,35.0,313.0,1231.0,40.0,229.0,1235.0,33.0,180.0,1223.0,91.0
KS,Johnson,79118.0,129965.0,8453.0,97866.0,158103.0,2718.0,127091.0,152627.0,3714.0,110526.0,158401.0,5438.0,129852.0,137490.0,22748.0
KS,Kearny,320.0,1084.0,31.0,272.0,1177.0,6.0,309.0,1159.0,14.0,268.0,1097.0,21.0,174.0,1075.0,67.0
KS,Kingman,991.0,2672.0,145.0,904.0,2801.0,59.0,963.0,2603.0,98.0,733.0,2397.0,101.0,599.0,2530.0,205.0
KS,Kiowa,294.0,1262.0,52.0,256.0,1275.0,34.0,200.0,912.0,23.0,163.0,976.0,5.0,114.0,900.0,65.0
KS,Labette,3745.0,4475.0,318.0,3615.0,5400.0,124.0,3839.0,5001.0,191.0,3117.0,4742.0,178.0,2291.0,5335.0,481.0
KS,Lane,252.0,846.0,35.0,181.0,823.0,10.0,193.0,814.0,20.0,172.0,739.0,17.0,106.0,718.0,47.0
KS,Leavenworth,9733.0,12583.0,955.0,11039.0,15949.0,343.0,13255.0,16791.0,545.0,11357.0,17059.0,669.0,10209.0,17638.0,2454.0
KS,Lincoln,469.0,1295.0,126.0,391.0,1368.0,41.0,347.0,1204.0,35.0,289.0,1165.0,29.0,215.0,1179.0,70.0
KS,Linn,1587.0,2513.0,159.0,1631.0,3048.0,62.0,1425.0,3086.0,106.0,1170.0,3177.0,120.0,736.0,3484.0,207.0
KS,Logan,231.0,1088.0,78.0,248.0,1255.0,20.0,225.0,1187.0,28.0,197.0,1126.0,27.0,149.0,1132.0,76.0
KS,Lyon,5190.0,6652.0,613.0,5234.0,7951.0,255.0,5924.0,6698.0,289.0,5111.0,6470.0,294.0,4649.0,6552.0,1087.0
KS,McPherson,3272.0,8501.0,688.0,3589.0,9595.0,183.0,4218.0,8937.0,231.0,3449.0,8545.0,303.0,3226.0,8549.0,967.0
KS,Marion,1475.0,4156.0,272.0,1536.0,4516.0,107.0,1801.0,4159.0,99.0,1385.0,3889.0,135.0,1204.0,4003.0,417.0
KS,Marshall,1831.0,3066.0,218.0,1789.0,3261.0,58.0,1784.0,3157.0,95.0,1469.0,3195.0,109.0,1072.0,3307.0,294.0
KS,Meade,400.0,1604.0,49.0,356.0,1748.0,17.0,357.0,1540.0,34.0,258.0,1428.0,23.0,210.0,1415.0,95.0
KS,Miami,4554.0,6611.0,442.0,4838.0,9013.0,165.0,5742.0,9382.0,253.0,4712.0,9858.0,286.0,3991.0,10003.0,1028.0
KS,Mitchell,751.0,2350.0,165.0,693.0,2609.0,47.0,701.0,2440.0,62.0,584.0,2327.0,54.0,477.0,2308.0,157.0
KS,Montgomery,4770.0,8496.0,479.0,4338.0,9598.0,180.0,4338.0,9309.0,260.0,3501.0,8630.0,286.0,2637.0,8679.0,688.0
KS,Morris,882.0,1599.0,160.0,931.0,1961.0,44.0,907.0,1875.0,59.0,718.0,1773.0,71.0,601.0,1820.0,203.0
KS,Morton,321.0,1203.0,33.0,276.0,1287.0,13.0,229.0,1153.0,20.0,189.0,1072.0,17.0,147.0,995.0,50.0
KS,Nemaha,1494.0,3578.0,218.0,1355.0,4027.0,81.0,1432.0,3817.0,110.0,1000.0,3930.0,96.0,725.0,4124.0,273.0
KS,Neosho,2588.0,4014.0,284.0,2424.0,4705.0,102.0,2563.0,4473.0,156.0,2050.0,4272.0,158.0,1501.0,4431.0,382.0
KS,Ness,383.0,1420.0,73.0,382.0,1407.0,29.0,289.0,1207.0,29.0,218.0,1209.0,17.0,162.0,1228.0,64.0
KS,Norton,598.0,1744.0,109.0,473.0,2092.0,34.0,497.0,1878.0,40.0,398.0,1878.0,49.0,281.0,1840.0,113.0
KS,Osage,2530.0,3770.0,313.0,2537.0,4800.0,126.0,2534.0,4820.0,190.0,2268.0,4427.0,211.0,1753.0,4826.0,467.0
KS,Osborne,484.0,1432.0,114.0,454.0,1587.0,34.0,403.0,1490.0,37.0,324.0,1479.0,35.0,233.0,1460.0,95.0
KS,Ottawa,631.0,1977.0,183.0,595.0,2333.0,43.0,704.0,2323.0,59.0,558.0,2295.0,80.0,424.0,2283.0,196.0
KS,Pawnee,968.0,1850.0,122.0,773.0,2172.0,43.0,882.0,1946.0,51.0,718.0,1836.0,54.0,579.0,1904.0,178.0
KS,Phillips,611.0,2057.0,124.0,557.0,2256.0,34.0,525.0,2105.0,37.0,382.0,2135.0,48.0,300.0,2233.0,131.0
KS,Pottawatomie,2037.0,4985.0,709.0,2176.0,6326.0,321.0,2599.0,6929.0,309.0,2335.0,6804.0,340.0,2225.0,7612.0,856.0
KS,Pratt,1314.0,2885.0,217.0,1200.0,3121.0,63.0,1294.0,2822.0,74.0,980.0,2771.0,50.0,771.0,2838.0,233.0
KS,Rawlins,306.0,1349.0,85.0,289.0,1414.0,17.0,273.0,1247.0,29.0,190.0,1223.0,31.0,163.0,1220.0,89.0
KS,Reno,9025.0,15179.0,1226.0,9114.0,17748.0,462.0,9916.0,16112.0,484.0,8085.0,15718.0,619.0,6837.0,15513.0,1860.0
KS,Republic,604.0,2239.0,142.0,607.0,2238.0,44.0,640.0,1978.0,53.0,477.0,2134.0,75.0,375.0,2024.0,130.0
KS,Rice,1422.0,2903.0,195.0,1130.0,3182.0,64.0,1163.0,2780.0,78.0,911.0,2676.0,94.0,695.0,2837.0,272.0
KS,Riley,6188.0,10672.0,1393.0,7908.0,12672.0,331.0,10495.0,12111.0,391.0,8977.0,11507.0,617.0,9341.0,10107.0,2084.0
KS,Rooks,597.0,2016.0,162.0,534.0,2121.0,55.0,468.0,2068.0,52.0,361.0,2038.0,61.0,275.0,2031.0,113.0
KS,Rush,505.0,1235.0,114.0,517.0,1226.0,46.0,504.0,1225.0,52.0,367.0,1166.0,37.0,233.0,1197.0,73.0
KS,Russell,886.0,2434.0,162.0,810.0,2671.0,44.0,736.0,2509.0,48.0,593.0,2553.0,54.0,461.0,2574.0,158.0
KS,Saline,7487.0,12412.0,1628.0,7524.0,15111.0,406.0,8186.0,14165.0,437.0,7040.0,13840.0,616.0,6317.0,13828.0,1919.0
KS,Scott,418.0,1811.0,74.0,347.0,1924.0,28.0,321.0,1823.0,35.0,277.0,1728.0,47.0,236.0,1865.0,101.0
KS,Sedgwick,62561.0,93724.0,7132.0,64839.0,110381.0,2459.0,82337.0,106849.0,3547.0,71977.0,106506.0,4412.0,69627.0,104353.0,14803.0
KS,Seward,1126.0,3869.0,101.0,1122.0,4272.0,45.0,1493.0,3791.0,52.0,1490.0,3617.0,69.0,1628.0,3159.0,251.0
KS,Shawnee,34818.0,35894.0,3661.0,36264.0,44188.0,1125.0,41235.0,41476.0,1466.0,36975.0,37782.0,1751.0,33926.0,35934.0,5546.0
KS,Sheridan,281.0,1132.0,76.0,239.0,1144.0,23.0,254.0,1108.0,14.0,168.0,1154.0,20.0,127.0,1197.0,50.0
KS,Sherman,681.0,1894.0,107.0,632.0,2088.0,42.0,688.0,1959.0,57.0,577.0,1976.0,70.0,347.0,2089.0,176.0
KS,Smith,534.0,1534.0,116.0,540.0,1803.0,27.0,446.0,1719.0,39.0,358.0,1624.0,41.0,297.0,1661.0,84.0
KS,Stafford,567.0,1546.0,87.0,506.0,1649.0,31.0,542.0,1495.0,37.0,404.0,1385.0,50.0,304.0,1490.0,102.0
KS,Stanton,215.0,785.0,29.0,165.0,796.0,5.0,188.0,628.0,11.0,143.0,605.0,11.0,115.0,492.0,30.0
KS,Stevens,345.0,1714.0,52.0,310.0,1936.0,19.0,283.0,1815.0,29.0,252.0,1749.0,33.0,220.0,1599.0,72.0
KS,Sumner,3549.0,6176.0,507.0,3217.0,7092.0,179.0,3353.0,6737.0,247.0,2658.0,6260.0,223.0,2076.0,6984.0,662.0
KS,Thomas,807.0,2822.0,151.0,816.0,3007.0,47.0,787.0,2837.0,49.0,598.0,2788.0,88.0,473.0,2908.0,195.0
KS,Trego,516.0,1220.0,101.0,434.0,1225.0,27.0,420.0,1225.0,26.0,291.0,1261.0,27.0,198.0,1227.0,57.0
KS,Wabaunsee,1025.0,2182.0,213.0,1001.0,2531.0,72.0,1036.0,2395.0,90.0,918.0,2256.0,93.0,776.0,2372.0,232.0
KS,Wallace,103.0,737.0,21.0,112.0,742.0,22.0,96.0,690.0,18.0,68.0,719.0,11.0,46.0,721.0,31.0
KS,Washington,687.0,2446.0,134.0,643.0,2498.0,49.0,659.0,2248.0,73.0,524.0,2316.0,49.0,387.0,2194.0,184.0
KS,Wichita,207.0,859.0,24.0,183.0,869.0,10.0,163.0,840.0,16.0,157.0,821.0,9.0,140.0,769.0,47.0
KS,Wilson,1186.0,2748.0,161.0,1060.0,3263.0,75.0,1170.0,2850.0,101.0,818.0,2825.0,74.0,594.0,2788.0,209.0
KS,Woodson,521.0,974.0,100.0,530.0,1204.0,29.0,512.0,1055.0,32.0,380.0,1035.0,32.0,273.0,1082.0,88.0
KS,Wyandotte,32411.0,14024.0,1837.0,34923.0,17919.0,559.0,39865.0,16506.0,798.0,34302.0,15496.0,940.0,30146.0,15806.0,2829.0
KY,Adair,1779.0,5460.0,89.0,1764.0,5628.0,55.0,1668.0,5512.0,118.0,1660.0,5841.0,99.0,1323.0,6637.0,273.0
KY,Allen,1950.0,4415.0,64.0,1923.0,5202.0,38.0,2024.0,5258.0,108.0,1808.0,5184.0,108.0,1349.0,6466.0,281.0
KY,Anderson,2902.0,4909.0,156.0,3141.0,6363.0,87.0,3462.0,6885.0,205.0,3315.0,6822.0,183.0,2634.0,8242.0,546.0
KY,Ballard,1880.0,1824.0,66.0,1759.0,2389.0,29.0,1427.0,2537.0,96.0,1189.0,2647.0,59.0,816.0,3161.0,124.0
KY,Barren,4930.0,8741.0,173.0,5216.0,10822.0,102.0,5434.0,11133.0,240.0,5400.0,10922.0,246.0,4275.0,13483.0,730.0
KY,Bath,2087.0,2303.0,83.0,2608.0,2269.0,42.0,2210.0,2234.0,99.0,1770.0,2275.0,77.0,1361.0,3082.0,144.0
KY,Bell,4787.0,5585.0,239.0,4210.0,6722.0,70.0,2782.0,6681.0,135.0,2224.0,7127.0,131.0,1720.0,7764.0,234.0
KY,Boone,9248.0,22016.0,720.0,12391.0,32329.0,362.0,16292.0,33812.0,670.0,15629.0,35922.0,960.0,15026.0,39082.0,3510.0
KY,Bourbon,3048.0,3881.0,173.0,3198.0,4953.0,66.0,3385.0,4820.0,125.0,3075.0,4692.0,156.0,2791.0,5569.0,443.0
KY,Boyd,9541.0,9247.0,394.0,10132.0,11501.0,144.0,8886.0,11430.0,354.0,7776.0,10884.0,389.0,6021.0,13591.0,842.0
KY,Boyle,3963.0,6126.0,237.0,4646.0,7764.0,80.0,4769.0,7701.0,165.0,4471.0,7703.0,199.0,4281.0,8040.0,625.0
KY,Bracken,888.0,2065.0,66.0,1213.0,2363.0,34.0,1241.0,2066.0,92.0,1147.0,2029.0,56.0,705.0,2711.0,111.0
KY,Breathitt,2902.0,2084.0,87.0,3327.0,2542.0,75.0,2205.0,2671.0,154.0,1562.0,3318.0,128.0,1537.0,3991.0,210.0
KY,Breckinridge,2595.0,4763.0,95.0,2884.0,5580.0,56.0,3110.0,5281.0,131.0,2825.0,5025.0,119.0,1960.0,6484.0,330.0
KY,Bullitt,8195.0,14054.0,452.0,9043.0,19433.0,151.0,10177.0,20102.0,447.0,9971.0,21306.0,502.0,8255.0,26210.0,1604.0
KY,Butler,1299.0,3654.0,57.0,1436.0,4109.0,33.0,1555.0,3696.0,56.0,1293.0,3716.0,51.0,947.0,4428.0,201.0
KY,Caldwell,2223.0,3161.0,98.0,2245.0,4066.0,38.0,2212.0,3866.0,121.0,1852.0,3904.0,104.0,1260.0,4507.0,208.0
KY,Calloway,5635.0,7705.0,333.0,5728.0,9293.0,124.0,6165.0,8991.0,248.0,5317.0,9440.0,315.0,4749.0,10367.0,933.0
